,Applied during year,Country / territory of asylum/residence,Origin,Otherwise closed,RSD procedure type / level,Rejected,Tota pending start-year,Total decisions,Total pending end-year,Year,of which UNHCR-assisted,statistics.filter.decisions_other,statistics.filter.decisions_recognized
114988,1,Italy,Malawi,,G / FI,,1,1,1,2015,,1,
114989,,Japan,Malawi,,G / FI,,1,,,2015,0,,
114990,,Luxembourg,Malawi,,G / AR,,,,,2015,0,,
114991,0,Latvia,Malawi,0,G / FI,0,0,,0,2015,0,0,0
114992,0,Morocco,Malawi,0,U / FI,0,0,,0,2015,0,0,0
114993,,United States of America,Malaysia,17,G / EO,,87,17,108,2015,,,
114994,53,United States of America,Malaysia,18,G / IN,0,65,20,98,2015,,,2
114995,7,New Zealand,Malaysia,,G / FI,4,1,6,2,2015,0,,2
114996,0,Philippines,Malaysia,,G / FI,,1,,1,2015,0,,
114997,0,Portugal,Malaysia,0,G / FI,0,1,1,0,2015,0,0,1
114998,1,Sweden,Malaysia,0,G / FI,0,3,1,3,2015,0,0,1
114999,1,Thailand,Malaysia,,U / FI,2,3,2,2,2015,2,,
115000,1,Thailand,Malaysia,,U / AR,,,,1,2015,1,,
115001,2771,Australia,Malaysia,216,G / FI,303,784,537,1955,2015,0,,18
115002,759,Australia,Malaysia,47,G / AR,187,72,238,594,2015,0,,4
115003,1,Belgium,Malaysia,0,G / FI,0,0,,0,2015,0,0,0
115004,,Belgium,Malaysia,,G / RA,,,,,2015,,,
115005,,Belgium,Malaysia,,G / JR,,,,,2015,0,,
115006,3,Brazil,Malaysia,,G / FI,0,1,,4,2015,2,,0
115007,2,Canada,Malaysia,,G / AR,1,0,1,1,2015,,,
115008,5,Canada,Malaysia,1,G / FI,2,1,5,1,2015,,,2
115009,0,Switzerland,Malaysia,,G / FI,,,,,2015,,,
115010,0,Germany,Malaysia,0,G / NA,0,2,,2,2015,0,0,0
115011,0,Denmark,Malaysia,,G / FI,2,1,2,0,2015,0,0,0
115012,2,Denmark,Malaysia,,G / AR,2,0,2,0,2015,0,0,0
115013,0,France,Malaysia,,G / RA,,,,,2015,,,
115014,1,France,Malaysia,,G / FI,1,0,1,0,2015,,0,0
115015,0,France,Malaysia,1,G / AR,0,1,1,0,2015,,0,0
115016,24,United Kingdom,Malaysia,0,G / AR,14,,16,,2015,,,2
115017,61,United Kingdom,Malaysia,8,G / FI,41,40,66,48,2015,,2,15
115018,2,United Kingdom,Malaysia,0,G / RA,0,,,,2015,,0,0
115019,0,Ireland,Malaysia,0,G / AR,0,3,,3,2015,0,,0
115020,1,Ireland,Malaysia,0,G / SP,0,0,,1,2015,0,,0
115021,1,Ireland,Malaysia,0,G / FI,0,0,1,0,2015,0,,1
115022,,Italy,Malaysia,,G / FI,,1,1,,2015,,1,
115023,2,Japan,Malaysia,,G / FI,,,,2,2015,0,,
115024,3,Rep. of Korea,Malaysia,,G / FA,2,,2,1,2015,0,,
115025,0,Latvia,Malaysia,0,G / FI,0,0,,0,2015,0,0,0
115026,1,Norway,Malaysia,0,G / AR,1,0,1,0,2015,0,0,0
115027,0,Norway,Malaysia,0,G / RA,0,0,,0,2015,0,0,0
115028,1,Norway,Malaysia,0,G / FI,1,0,1,1,2015,0,0,0
115029,0,Nauru,Malaysia,,G / FI,0,4,,4,2015,0,,0
115030,,Argentina,Malaysia,,G / FI,,0,,0,2015,0,,
115031,1,South Africa,Namibia,,G / AR,1,1,1,1,2015,0,,
115032,1,South Africa,Namibia,,G / FI,1,1,1,1,2015,0,,
115033,,United States of America,Namibia,,G / EO,,6,4,,2015,,,4
115034,1,United States of America,Namibia,1,G / IN,,2,1,2,2015,,,
115035,,Panama,Namibia,,G / FI,,1,,1,2015,1,,
115036,1,El Salvador,Namibia,1,G / FI,,,1,0,2015,0,,
115037,2,Serbia and Kosovo (S/RES/1244 (1999)),Namibia,2,G / FI,,,2,0,2015,,,
115038,0,Belgium,Namibia,0,G / FI,0,0,,0,2015,0,0,0
115039,1,Belgium,Namibia,1,G / RA,,,1,,2015,,,
115040,,Belgium,Namibia,,G / JR,,,,,2015,0,,
115041,16,Brazil,Namibia,,G / FI,0,5,,21,2015,4,,0
115042,3,Botswana,Namibia,,G / FI,,7,,10,2015,10,,
115043,1,Canada,Namibia,,G / AR,1,0,1,0,2015,,,
115044,,Canada,Namibia,,G / FI,,1,,1,2015,,,
115045,1,Czech Rep.,Namibia,,G / FI,1,0,1,0,2015,0,,
115046,,Germany,Namibia,,G / JR,,0,,2,2015,0,,
115047,4,Germany,Namibia,3,G / NA,2,2,5,2,2015,0,0,0
115048,0,Denmark,Namibia,,G / FI,1,0,1,0,2015,0,0,0
115049,1,Denmark,Namibia,,G / AR,1,0,1,0,2015,0,0,0
115050,29,United Kingdom,Namibia,1,G / FI,29,22,37,29,2015,,1,6
115051,9,United Kingdom,Namibia,0,G / AR,2,,2,,2015,,,0
115052,0,United Kingdom,Namibia,0,G / RA,0,,,,2015,,0,0
115053,1,Ireland,Namibia,1,G / FI,0,0,1,0,2015,0,,0
115054,2,Italy,Namibia,,G / FI,2,3,5,1,2015,,3,
115055,,Luxembourg,Namibia,,G / AR,,,,,2015,0,,
115056,0,Latvia,Namibia,0,G / FI,0,0,,0,2015,0,0,0
115057,0,Morocco,Namibia,0,U / FI,0,0,,0,2015,0,0,0
115058,0,Mexico,Namibia,0,G / FI,0,1,,1,2015,,,
115059,1,Netherlands,Namibia,,G / FI,,,,1,2015,,,
115060,,Argentina,Namibia,,G / FI,,0,,0,2015,0,,
115061,,United States of America,New Caledonia,,G / EO,,,,,2015,,,
115062,14,South Africa,Niger,,G / FI,51,37,51,0,2015,0,,
115063,3,South Africa,Niger,,G / AR,,11,,14,2015,1,,
115064,46,United States of America,Niger,10,G / IN,1,50,14,83,2015,,,3
115065,12,United States of America,Niger,9,G / EO,7,63,16,69,2015,,,
115066,1,Yemen,Niger,,U / FI,,,,1,2015,1,,
115067,,Peru,Niger,,G / FI,,2,,2,2015,0,,
115068,0,Portugal,Niger,0,G / FI,0,1,,1,2015,0,0,0
115069,,Senegal,Niger,,G / FA,,4,,4,2015,4,,
115070,13,Serbia and Kosovo (S/RES/1244 (1999)),Niger,13,G / FI,,,13,0,2015,,,
115071,1,Slovenia,Niger,,G / FI,,,,1,2015,0,,
115072,0,Sweden,Niger,0,G / AR,1,1,1,0,2015,0,0,0
115073,5,Sweden,Niger,2,G / FI,0,0,2,3,2015,0,0,0
115074,,Turkey,Niger,1,U / FI,,2,1,1,2015,1,,
115075,1,Austria,Niger,,G / RA,,,,,2015,,,
115076,8,Austria,Niger,1,G / FA,6,15,7,15,2015,0,,
115077,60,Belgium,Niger,8,G / JR,35,,47,20,2015,0,,4
115078,21,Belgium,Niger,18,G / RA,,,18,,2015,,,
115079,74,Belgium,Niger,2,G / FI,58,47,72,51,2015,0,1,11
115080,,Bulgaria,Niger,,G / FI,,2,,,2015,,,
115081,3,Brazil,Niger,,G / FI,0,0,,3,2015,0,,0
115082,7,Canada,Niger,,G / FI,2,1,6,3,2015,,,4
115083,1,Canada,Niger,,G / AR,,0,,1,2015,,,
115084,1,Switzerland,Niger,,G / FI,,,,,2015,,,
115085,1,China,Niger,3,U / FI,3,8,6,3,2015,3,,
115086,3,China,Niger,,U / AR,1,,1,2,2015,2,,
115087,,Côte d'Ivoire,Niger,,J / FA,,1,,1,2015,1,,
115088,1,Cameroon,Niger,,U / AR,,1,,2,2015,2,,
115089,2,Cameroon,Niger,1,U / FI,1,,2,0,2015,0,,
115090,0,Costa Rica,Niger,,G / FI,,7,,7,2015,7,,
115091,,Czech Rep.,Niger,,G / FI,,1,,1,2015,0,,
115092,24,Germany,Niger,16,G / RA,0,9,17,19,2015,,1,0
115093,160,Germany,Niger,74,G / NA,13,89,89,158,2015,0,2,0
115094,,Germany,Niger,41,G / JR,4,61,45,56,2015,0,,
115095,0,Denmark,Niger,,G / FI,1,0,1,0,2015,0,0,0
115096,,Dominican Rep.,Niger,,G / FI,,1,,1,2015,1,,
115097,2,Algeria,Niger,,U / AR,1,,1,1,2015,1,,
115098,2,Algeria,Niger,,U / FI,2,1,2,1,2015,1,,
115099,,Egypt,Niger,,U / RA,,1,,1,2015,1,,
115100,6,Egypt,Niger,,U / FI,,2,,8,2015,8,,
115101,5,Spain,Niger,,G / FI,1,3,1,5,2015,,,
115102,4,Finland,Niger,1,G / FI,0,0,1,2,2015,0,0,0
115103,43,France,Niger,,G / FI,15,26,16,52,2015,,0,1
115104,0,France,Niger,,G / RA,,,,,2015,,,
115105,8,France,Niger,0,G / AR,11,10,11,7,2015,,0,0
115106,1,United Kingdom,Niger,0,G / AR,0,,,,2015,,,0
115107,0,United Kingdom,Niger,0,G / RA,0,,,,2015,,0,0
115108,1,United Kingdom,Niger,0,G / FI,2,3,3,2,2015,,0,1
115109,2,Greece,Niger,,G / AR,1,,1,1,2015,,,
115110,2,Greece,Niger,,G / FI,2,,2,,2015,,,
115111,1,China HK,Niger,,U / FI,,8,,9,2015,0,,
115112,1,Haiti,Niger,,U / FI,,,,1,2015,1,,
115113,18,Hungary,Niger,,G / RA,,,,,2015,,,
115114,21,Hungary,Niger,12,G / FI,,1,12,6,2015,0,,
115115,2,Ireland,Niger,4,G / SP,0,4,5,1,2015,0,,1
115116,2,Ireland,Niger,0,G / AR,3,2,3,1,2015,0,,0
115117,,Israel,Niger,,G / FA,,,,,2015,,,
115118,143,Italy,Niger,,G / FI,79,66,142,99,2015,,59,4
115119,0,Rep. of Korea,Niger,0,G / FA,0,0,,0,2015,0,,
115120,1,Luxembourg,Niger,1,G / RA,,,1,,2015,0,,
115121,,Luxembourg,Niger,0,G / FI,1,1,1,,2015,0,,
115122,1,Luxembourg,Niger,,G / AR,9,,9,1,2015,0,,
115123,0,Latvia,Niger,0,G / FI,0,0,,0,2015,0,0,0
115124,1,Morocco,Niger,3,U / AR,1,4,4,1,2015,1,0,0
115125,4,Morocco,Niger,0,U / FI,2,3,4,3,2015,3,0,2
115126,,Malta,Niger,,G / FI,,,,1,2015,0,,
115127,1,Mauritania,Niger,1,U / FA,,,1,0,2015,0,,
115128,3,Netherlands,Niger,,G / RA,2,1,2,,2015,,,
115129,4,Netherlands,Niger,,G / FI,4,4,4,,2015,,,
115130,3,Norway,Niger,2,G / FI,1,0,3,0,2015,0,0,0
115131,0,Norway,Niger,0,G / RA,0,0,,0,2015,0,0,0
115132,5,Norway,Niger,0,G / AR,8,9,8,0,2015,0,0,0
115133,6236,South Africa,Nigeria,334,G / AR,2861,1984,3195,5025,2015,503,,
115134,6554,South Africa,Nigeria,,G / FI,6592,3304,6592,3266,2015,327,,
115135,3,Uruguay,Nigeria,2,G / FI,2,7,5,5,2015,5,0,1
115136,580,United States of America,Nigeria,67,G / IN,2,375,139,827,2015,,,70
115137,190,United States of America,Nigeria,77,G / EO,65,475,214,639,2015,,,72
115138,,Venezuela (Bolivarian Republic of),Nigeria,,G / FI,,15,,15,2015,15,,
115139,,Yemen,Nigeria,,U / FI,,2,1,1,2015,1,,1
115140,1,New Zealand,Nigeria,,G / FI,0,0,,1,2015,0,,0
115141,6,Pakistan,Nigeria,,U / AR,6,0,6,0,2015,0,,0
115142,0,Pakistan,Nigeria,1,U / FI,1,2,2,0,2015,0,,0
115143,1,Panama,Nigeria,,G / FI,,35,,36,2015,33,,
115144,6,Peru,Nigeria,,G / FI,4,9,8,7,2015,2,,4
115145,4,Philippines,Nigeria,1,G / FI,1,2,2,4,2015,0,,
115146,4,Poland,Nigeria,3,G / FI,4,4,7,4,2015,,,
115147,5,Portugal,Nigeria,2,G / FI,0,4,5,4,2015,0,3,0
115148,1,Paraguay,Nigeria,,G / FI,1,,1,0,2015,0,,
115149,9,Romania,Nigeria,4,G / FI,12,1,16,5,2015,5,,
115150,,Romania,Nigeria,,G / JR,6,5,6,,2015,,,
115151,1,Romania,Nigeria,,G / RA,,,,,2015,,,
115152,5,Russian Federation,Nigeria,0,G / TA,1,1,5,1,2015,1,4,0
115153,3,Russian Federation,Nigeria,0,G / FI,3,1,3,1,2015,1,0,0
115154,10,Sudan,Nigeria,0,U / FI,0,1,,11,2015,11,0,0
115155,0,Sudan,Nigeria,1,G / FI,0,2,1,1,2015,1,0,0
115156,1,Senegal,Nigeria,,G / FA,,354,,355,2015,355,,
115157,0,Sierra Leone,Nigeria,,G / FI,,1,,1,2015,0,,
115158,2,Somalia,Nigeria,,U / FI,,,,2,2015,2,,
115159,715,Serbia and Kosovo (S/RES/1244 (1999)),Nigeria,708,G / FI,,3,708,10,2015,10,,
115160,1,Suriname,Nigeria,,U / AR,1,,1,0,2015,,,
115161,,Suriname,Nigeria,,U / FI,1,1,1,0,2015,,,
115162,2,Slovakia,Nigeria,,G / FI,,,,,2015,0,,
115163,1,Slovenia,Nigeria,,G / RA,,,,,2015,,,
115164,4,Slovenia,Nigeria,3,G / FI,2,3,5,4,2015,0,,
115165,57,Sweden,Nigeria,14,G / RA,1,14,20,63,2015,0,4,1
115166,124,Sweden,Nigeria,17,G / AR,157,71,176,21,2015,0,1,1
115167,409,Sweden,Nigeria,164,G / FI,47,291,251,426,2015,0,5,35
115168,,Syrian Arab Rep.,Nigeria,3,U / AR,,3,3,0,2015,0,,
115169,,Syrian Arab Rep.,Nigeria,1,U / FI,,1,1,0,2015,,,
115170,,Turks and Caicos Islands,Nigeria,1,J / FI,,1,1,0,2015,,,
115171,820,Chad,Nigeria,,G / FA,,23,1,842,2015,842,,1
115172,,Togo,Nigeria,,G / FI,,12,,12,2015,12,,
115173,2,Thailand,Nigeria,,U / AR,,,,2,2015,2,,
115174,15,Thailand,Nigeria,4,U / FI,7,6,11,10,2015,10,,
115175,7,Trinidad and Tobago,Nigeria,,U / FI,12,9,16,0,2015,,,4
115176,9,Trinidad and Tobago,Nigeria,,U / AR,8,,8,1,2015,1,,
115177,32,Turkey,Nigeria,62,U / FI,10,156,74,114,2015,114,,2
115178,10,Turkey,Nigeria,10,U / AR,3,5,13,2,2015,2,,
115179,3,Ukraine,Nigeria,3,U / FI,0,0,3,0,2015,0,,0
115180,7,Ukraine,Nigeria,0,G / JR,0,56,,63,2015,5,,0
115181,11,Ukraine,Nigeria,5,G / FI,10,23,15,19,2015,11,0,0
115182,79,Australia,Nigeria,12,G / FI,3,126,22,115,2015,0,,7
115183,29,Australia,Nigeria,1,G / AR,9,31,14,46,2015,0,,4
115184,1242,Austria,Nigeria,125,G / FA,637,1142,801,1638,2015,0,27,12
115185,143,Austria,Nigeria,,G / RA,,,,,2015,,,
115186,30,Belgium,Nigeria,17,G / RA,,,17,,2015,,,
115187,115,Belgium,Nigeria,2,G / FI,55,24,63,60,2015,0,1,5
115188,48,Belgium,Nigeria,1,G / JR,48,,54,4,2015,0,4,1
115189,6,Bulgaria,Nigeria,2,G / FI,9,12,11,15,2015,15,,
115190,2,Bulgaria,Nigeria,,G / RA,,,,,2015,,,
115191,12,Bolivia (Plurinational State of),Nigeria,,G / FI,18,6,18,0,2015,,,
115192,939,Brazil,Nigeria,,G / FI,79,1232,90,2081,2015,994,,11
115193,820,Canada,Nigeria,12,G / FI,238,293,642,555,2015,,,392
115194,231,Canada,Nigeria,1,G / AR,164,69,226,68,2015,,,61
115195,906,Switzerland,Nigeria,158,G / FI,782,252,965,321,2015,0,25,0
115196,31,China,Nigeria,38,U / FI,28,95,67,59,2015,59,,1
115197,28,China,Nigeria,17,U / AR,15,25,32,21,2015,21,,
115198,,Côte d'Ivoire,Nigeria,,J / FA,,86,,86,2015,86,,
115199,11,Cameroon,Nigeria,15,U / FI,,38,29,20,2015,20,,14
115200,,Cameroon,Nigeria,1,U / AR,,3,1,2,2015,2,,
115201,4,Dem. Rep. of the Congo,Nigeria,0,G / FI,0,10,,14,2015,14,0,0
115202,2,Colombia,Nigeria,3,G / FI,,1,3,0,2015,0,,
115203,2,Colombia,Nigeria,,G / AR,2,0,2,0,2015,0,,
115204,3,Costa Rica,Nigeria,,G / FI,0,2,5,0,2015,0,,5
115205,5,Costa Rica,Nigeria,,G / AR,,,2,3,2015,3,,2
115206,1,Cuba,Nigeria,1,U / FA,,0,1,0,2015,0,,
115207,,Cyprus,Nigeria,,U / FA,2,2,2,0,2015,,,
115208,2,Cyprus,Nigeria,,G / RA,,,,2,2015,,,
115209,15,Cyprus,Nigeria,1,G / FI,13,14,14,15,2015,11,,
115210,11,Cyprus,Nigeria,1,G / AR,9,3,10,4,2015,,,
115211,14,Czech Rep.,Nigeria,,G / RA,,,,,2015,,,
115212,13,Czech Rep.,Nigeria,17,G / FI,12,13,32,9,2015,0,,3
115213,5207,Germany,Nigeria,867,G / NA,176,4855,1114,8904,2015,0,40,31
115214,95,Germany,Nigeria,24,G / RA,6,77,35,199,2015,,4,1
115215,,Germany,Nigeria,416,G / JR,75,1046,516,893,2015,0,19,6
115216,114,Denmark,Nigeria,,G / FI,24,12,24,21,2015,0,0,0
115217,22,Denmark,Nigeria,,G / AR,0,6,,6,2015,0,0,0
115218,1,Dominican Rep.,Nigeria,,G / FI,,,,1,2015,1,,
115219,7,Algeria,Nigeria,11,U / FI,6,15,18,4,2015,4,,1
115220,7,Algeria,Nigeria,5,U / AR,1,,6,1,2015,1,,
115221,1,Algeria,Nigeria,,U / RA,1,,1,0,2015,,,
115222,7,Egypt,Nigeria,,U / AR,2,9,2,14,2015,14,,
115223,1189,Egypt,Nigeria,,U / FI,39,761,40,1910,2015,1910,1,
115224,7,Egypt,Nigeria,,U / RA,,9,,16,2015,16,,
115225,217,Spain,Nigeria,,G / FI,42,88,43,445,2015,,,1
115226,4,Estonia,Nigeria,0,G / FI,3,1,3,2,2015,0,0,0
115227,152,Finland,Nigeria,59,G / FI,55,56,115,90,2015,0,0,1
115228,14,Finland,Nigeria,2,G / RA,6,,8,9,2015,0,0,0
115229,128,France,Nigeria,,G / RA,,,,,2015,,,
115230,973,France,Nigeria,73,G / AR,773,455,984,620,2015,,42,96
115231,1594,France,Nigeria,,G / FI,1385,1412,1487,1302,2015,,27,75
115232,23,United Kingdom,Nigeria,1,G / RA,5,,6,,2015,,0,0
115233,1509,United Kingdom,Nigeria,112,G / FI,1486,1597,1852,1488,2015,,122,132
115234,509,United Kingdom,Nigeria,14,G / AR,262,,334,,2015,,,58
115235,3,Georgia,Nigeria,,G / JR,,0,,3,2015,0,,
115236,26,Georgia,Nigeria,1,G / FI,3,0,4,22,2015,22,,
115237,2,Ghana,Nigeria,,G / FI,,13,,15,2015,15,,
115238,,Guinea,Nigeria,,G / FI,,4,4,0,2015,0,,4
115239,,Guinea-Bissau,Nigeria,,G / FI,,7,,7,2015,7,,
115240,245,Greece,Nigeria,7,G / AR,157,125,193,120,2015,,2,27
115241,178,Greece,Nigeria,,G / RA,,,,,2015,,,
115242,190,Greece,Nigeria,60,G / FI,313,129,395,112,2015,,,22
115243,1,China HK,Nigeria,,U / FI,,43,,44,2015,0,,
115244,,China HK,Nigeria,,U / RA,,1,,1,2015,0,,
115245,,China HK,Nigeria,,U / AR,,2,,2,2015,0,,
115246,10,Croatia,Nigeria,2,G / JR,9,2,11,1,2015,1,,
115247,14,Croatia,Nigeria,1,G / FI,17,9,23,0,2015,,,5
115248,1005,Hungary,Nigeria,753,G / FI,126,58,882,206,2015,93,,3
115249,940,Hungary,Nigeria,,G / RA,,,,,2015,,,
115250,1,Indonesia,Nigeria,,U / AR,,,,1,2015,1,,
115251,106,Indonesia,Nigeria,10,U / FI,1,52,11,147,2015,147,,
115252,42,India,Nigeria,0,U / AR,42,0,42,0,2015,0,0,0
115253,168,India,Nigeria,156,U / FI,222,321,378,111,2015,111,0,0
115254,24,Ireland,Nigeria,,G / RA,,,,,2015,0,,
115255,186,Ireland,Nigeria,36,G / FI,87,69,124,151,2015,0,,1
115256,44,Ireland,Nigeria,20,G / SP,10,28,31,41,2015,0,,1
115257,149,Ireland,Nigeria,86,G / AR,78,233,177,205,2015,0,,13
115258,5,Iceland,Nigeria,3,G / FI,4,8,9,4,2015,0,0,2
115259,152,Israel,Nigeria,,G / FA,,,,,2015,,,
115260,17779,Italy,Nigeria,2,G / FI,8852,7766,12595,13678,2015,,3399,342
115261,2,Jordan,Nigeria,0,U / FI,0,5,1,6,2015,6,0,1
115262,70,Japan,Nigeria,,G / AR,,198,,192,2015,0,,
115263,154,Japan,Nigeria,,G / FI,67,52,69,127,2015,57,2,
115264,,Kenya,Nigeria,,J / AR,,4,,4,2015,4,,
115265,12,Kenya,Nigeria,1,J / FI,,,1,11,2015,11,,
115266,264,Rep. of Korea,Nigeria,11,G / FA,335,350,346,269,2015,48,,
115267,11,Lebanon,Nigeria,,U / FI,10,5,10,6,2015,6,,
115268,,Liberia,Nigeria,8,J / FI,,8,8,0,2015,,,
115269,,Libya,Nigeria,,U / FI,,1,,1,2015,1,,
115270,,Liechtenstein,Nigeria,,G / FI,1,1,1,,2015,0,,
115271,,Sri Lanka,Nigeria,,U / FI,2,2,2,0,2015,0,,
115272,1,Sri Lanka,Nigeria,,U / AR,1,,1,0,2015,0,,
115273,1,Lithuania,Nigeria,0,G / FI,1,0,1,0,2015,0,0,0
115274,1,Luxembourg,Nigeria,1,G / RA,,,1,,2015,0,,
115275,12,Luxembourg,Nigeria,1,G / AR,,10,2,10,2015,0,,1
115276,3,Luxembourg,Nigeria,,G / JR,4,1,4,,2015,0,,
115277,29,Luxembourg,Nigeria,23,G / FI,18,50,42,39,2015,0,,1
115278,1,Latvia,Nigeria,1,G / FI,0,0,1,0,2015,0,0,0
115279,93,Morocco,Nigeria,60,U / FI,65,109,128,74,2015,74,0,3
115280,20,Morocco,Nigeria,16,U / AR,6,23,22,21,2015,21,0,0
115281,2,Rep. of Moldova,Nigeria,1,G / FI,2,1,3,0,2015,0,,
115282,2,Rep. of Moldova,Nigeria,,G / JR,1,1,1,2,2015,2,,
115283,8,Mexico,Nigeria,,G / FI,4,39,8,39,2015,0,2,2
115284,5,The former Yugoslav Republic of Macedonia,Nigeria,30,G / FA,,25,30,0,2015,0,,
115285,,Mali,Nigeria,1,G / FI,,2,1,1,2015,1,,
115286,7,Malta,Nigeria,4,G / FI,11,13,26,5,2015,0,8,3
115287,25,Malta,Nigeria,,G / AR,18,,18,7,2015,,,
115288,22,Montenegro,Nigeria,24,G / FA,0,3,24,1,2015,1,0,0
115289,3,Mongolia,Nigeria,,U / FI,,,,3,2015,3,,
115290,9,Mauritania,Nigeria,,U / AR,,,1,8,2015,8,,1
115291,80,Mauritania,Nigeria,,U / FA,19,23,28,75,2015,75,,9
115292,4,Malaysia,Nigeria,4,U / FI,,2,6,0,2015,0,,2
115293,8,Namibia,Nigeria,,G / FI,,1,1,8,2015,8,,1
115294,10,Niger,Nigeria,,G / FI,,1,,11,2015,11,,
115295,212,Netherlands,Nigeria,16,G / FI,121,95,197,125,2015,,2,58
115296,72,Netherlands,Nigeria,,G / RA,25,10,31,8,2015,,,6
115297,0,Norway,Nigeria,0,G / RA,0,0,,0,2015,0,0,0
115298,201,Norway,Nigeria,13,G / AR,223,69,240,17,2015,0,0,4
115299,113,Norway,Nigeria,75,G / FI,58,35,136,16,2015,0,0,3
115300,,Angola,Nigeria,,G / FI,,1,,1,2015,0,,
115301,14,Argentina,Nigeria,5,G / FI,6,16,13,17,2015,8,,2
115302,1,Armenia,Nigeria,,G / FI,,,1,0,2015,0,,1
115303,257,United States of America,Nicaragua,102,G / EO,55,464,170,660,2015,,,13
115304,130,United States of America,Nicaragua,49,G / IN,0,124,84,184,2015,,,35
115305,,Venezuela (Bolivarian Republic of),Nicaragua,,G / FI,,2,,2,2015,1,,
115306,273,Panama,Nicaragua,14,G / FI,,28,14,287,2015,251,,
115307,1,Peru,Nicaragua,,G / FI,,,,1,2015,1,,
115308,19,Sweden,Nicaragua,3,G / FI,8,12,11,19,2015,0,0,0
115309,5,Sweden,Nicaragua,0,G / AR,7,2,7,0,2015,0,0,0
115310,1,Sweden,Nicaragua,2,G / RA,0,1,2,0,2015,0,0,0
115311,0,Australia,Nicaragua,0,G / AR,0,1,,1,2015,0,,0
115312,0,Australia,Nicaragua,0,G / FI,0,3,,0,2015,0,,0
115313,,Austria,Nicaragua,,G / FA,1,1,2,,2015,0,,1
115314,,Belgium,Nicaragua,,G / RA,,,,,2015,,,
115315,,Belgium,Nicaragua,,G / JR,,,,,2015,0,,
115316,1,Belgium,Nicaragua,1,G / FI,0,0,1,0,2015,0,0,0
115317,1,Brazil,Nicaragua,,G / FI,0,1,,2,2015,0,,0
115318,11,Canada,Nicaragua,1,G / FI,5,0,7,4,2015,,,1
115319,3,Canada,Nicaragua,,G / AR,3,0,3,0,2015,,,
115320,1,Switzerland,Nicaragua,0,G / FI,4,4,4,3,2015,0,0,0
115321,38,Costa Rica,Nicaragua,,G / FI,5,2,13,27,2015,27,,8
115322,2,Costa Rica,Nicaragua,1,G / AR,1,2,2,2,2015,2,,
115323,3,Germany,Nicaragua,1,G / NA,1,1,2,2,2015,0,0,0
115324,,Germany,Nicaragua,,G / JR,,0,,1,2015,0,,
115325,2,Denmark,Nicaragua,,G / AR,0,0,,2,2015,0,0,0
115326,0,Denmark,Nicaragua,,G / FI,2,0,2,0,2015,0,0,0
115327,9,Spain,Nicaragua,,G / FI,2,6,2,10,2015,,,
115328,1,France,Nicaragua,,G / FI,0,0,,1,2015,,0,0
115329,0,France,Nicaragua,,G / RA,,,,,2015,,,
115330,1,United Kingdom,Nicaragua,0,G / FI,1,1,1,1,2015,,0,0
115331,0,United Kingdom,Nicaragua,0,G / AR,0,,,,2015,,,0
115332,0,United Kingdom,Nicaragua,0,G / RA,0,,,,2015,,0,0
115333,0,Guatemala,Nicaragua,1,G / FI,,1,1,0,2015,0,,
115334,6,Honduras,Nicaragua,11,G / FA,,16,18,4,2015,2,,7
115335,1,Iceland,Nicaragua,1,G / FI,0,0,1,0,2015,0,0,0
115336,13,Italy,Nicaragua,,G / FI,3,8,8,10,2015,,4,1
115337,,Luxembourg,Nicaragua,,G / AR,,,,,2015,0,,
115338,0,Latvia,Nicaragua,0,G / FI,0,0,,0,2015,0,0,0
115339,28,Mexico,Nicaragua,11,G / FI,14,25,28,25,2015,0,1,2
115340,,Argentina,Nicaragua,,G / FI,,0,,0,2015,0,,
115341,,United States of America,Niue,6,G / EO,,28,6,18,2015,,,
115342,3,United States of America,Netherlands,2,G / IN,0,5,2,6,2015,,,
115343,22,United States of America,Netherlands,,G / EO,7,19,7,39,2015,,,
115344,2,Sweden,Netherlands,0,G / FI,1,1,1,3,2015,0,0,0
115345,3,Australia,Netherlands,2,G / FI,3,0,5,0,2015,0,,0
115346,1,Australia,Netherlands,0,G / AR,0,0,,1,2015,0,,0
115347,1,Belgium,Netherlands,,G / JR,1,,1,,2015,0,,
115348,2,Belgium,Netherlands,,G / RA,,,,,2015,,,
115349,0,Belgium,Netherlands,0,G / FI,1,0,1,0,2015,0,0,0
115350,3,Canada,Netherlands,1,G / FI,8,6,9,0,2015,,,
115351,3,Canada,Netherlands,,G / AR,1,0,1,2,2015,,,
115352,1,Switzerland,Netherlands,2,G / FI,2,1,4,0,2015,0,0,0
115353,,Germany,Netherlands,,G / JR,,5,,0,2015,0,,
115354,2,Germany,Netherlands,0,G / NA,1,3,1,4,2015,0,0,0
115355,0,Germany,Netherlands,0,G / RA,0,,,1,2015,,0,0
115356,1,Denmark,Netherlands,,G / FI,0,0,,0,2015,0,0,0
115357,0,Finland,Netherlands,0,G / FI,0,0,,0,2015,0,0,0
115358,0,United Kingdom,Netherlands,0,G / AR,0,,,,2015,,,0
115359,1,United Kingdom,Netherlands,2,G / FI,0,1,2,0,2015,,0,0
115360,0,United Kingdom,Netherlands,0,G / RA,0,,,,2015,,0,0
115361,0,Latvia,Netherlands,0,G / FI,0,0,,0,2015,0,0,0
